 LLYFNI2                   SWAT+ Dec 8  2020    MODULAR Rev 2020.60.5.1                                   
   jday   mon   day    yr   unit  gis_id  name                     lai       bioms       yield     residue     sol_tmp       strsw       strsa     strstmp       strsn       strsp        nplt       percn       pplnt         tmx         tmn       tmpav     solarad      wndspd        rhum     phubas0
                                                             m**2/m**2        kgha        kgha        kgha        degc         ---         ---         ---         ---         ---        kgha        kgha        kgha        degc        degc        degc      mj/m^2         m/s        frac        degc
    365    12    31  2006    235       0  rtu2350                0.507   33599.473       0.000     729.910       8.617       0.000     162.656     237.426       0.000       0.201       0.077      44.232       0.000      12.145       6.467       9.306       9.069       0.000       0.000       0.466
    365    12    31  2006    236       0  rtu2360                0.468   35016.164       0.000    1000.549       8.637       0.000     131.769     237.426       0.000       0.029       0.071      53.981       0.000      12.145       6.467       9.306       9.069       0.000       0.000       0.466
    365    12    31  2006    237       0  rtu2370                0.432   38527.090       0.000    1287.051       8.597       0.000      79.105     237.423       0.167       0.027       0.081      27.618       0.000      12.145       6.467       9.306       9.068       0.000       0.000       0.466
    365    12    31  2006    238       0  rtu2380                0.533   30762.203       0.000     527.181       8.574       0.000     191.174     237.426       0.000       0.954       0.076      21.405       0.000      12.145       6.467       9.306       9.069       0.000       0.000       0.466
    365    12    31  2006    239       0  rtu2390                0.432   38433.160       0.000    1241.915       8.628       0.000     147.744     237.426       0.000       0.024       0.079      48.563       0.000      12.145       6.467       9.306       9.069       0.000       0.000       0.466
    365    12    31  2006    240       0  rtu2400                0.459   36617.918       0.000    1019.393       8.632       0.000     176.832     237.428       0.000       0.129       0.078      55.842       0.000      12.145       6.467       9.306       9.069       0.000       0.000       0.466
    365    12    31  2007      1       0  rtu0010                4.000   43890.418       0.000     599.226       9.455       0.000     248.777     246.940     140.560       9.540       0.152      47.614       0.000      13.223       6.901      10.062      10.022       0.000       0.000       0.498
    365    12    31  2007      2       0  rtu0020                4.000   45308.930       0.000     624.858       9.447       0.000     218.124     246.943     140.480       9.178       0.154      39.847       0.000      13.223       6.901      10.062      10.022       0.000       0.000       0.498
    365    12    31  2007      3       0  rtu0030                4.000   49321.074       0.000     695.097       9.430       0.000     150.192     246.940     141.099       8.986       0.159      19.276       0.000      13.223       6.901      10.062      10.022       0.000       0.000       0.498
    365    12    31  2007      4       0  rtu0040                4.000   49127.418       0.000     689.537       9.512       0.000     167.639     237.532     139.136       9.698       0.151      21.720       0.000      13.360       7.038      10.199      10.022       0.000       0.000       0.505
    365    12    31  2007      5       0  rtu0050                4.000   48346.840       0.000     677.140       9.519       0.000     191.809     237.532     139.048       9.822       0.151      28.039       0.000      13.360       7.038      10.199      10.022       0.000       0.000       0.505
    365    12    31  2007      6       0  rtu0060                4.000   45529.551       0.000     630.095       9.529       0.000     238.896     237.532     138.580       8.993       0.149      43.266       0.000      13.360       7.038      10.199      10.022       0.000       0.000       0.505
    365    12    31  2007      7       0  rtu0070                4.000   44658.293       0.000     613.715       9.538       0.000     268.657     237.532     138.729       9.769       0.149      49.348       0.000      13.360       7.038      10.199      10.022       0.000       0.000       0.505
    365    12    31  2007      8       0  rtu0080                4.000   48790.070       0.000     683.422       9.515       0.000     181.919     237.532     139.860       9.962       0.149      23.140       0.000      13.360       7.038      10.199      10.022       0.000       0.000       0.505
    365    12    31  2007      9       0  rtu0090                4.000   45967.766       0.000     633.317       9.524       0.000     219.373     237.529     137.741       9.182       0.149      38.855       0.000      13.360       7.038      10.199      10.022       0.000       0.000       0.505
    365    12    31  2007     10       0  rtu0100                4.000   43523.812       0.000     590.575       9.534       0.000     261.461     237.532     136.625       8.765       0.149      52.902       0.000      13.360       7.038      10.199      10.022       0.000       0.000       0.505
    365    12    31  2007     11       0  rtu0110                4.000   43570.137       0.000     594.376       9.534       0.000     260.097     237.532     136.813       8.350       0.150      53.688       0.000      13.360       7.038      10.199      10.022       0.000       0.000       0.505
    365    12    31  2007     12       0  rtu0120                4.000   46782.488       0.000     647.169       9.515       0.000     190.896     237.534     137.696       8.711       0.149      32.651       0.000      13.361       7.038      10.199      10.022       0.000       0.000       0.505
    365    12    31  2007     13       0  rtu0130                4.000   40473.555       0.000     535.328       9.538       0.000     285.762     237.532     134.366       7.488       0.149      67.833       0.000      13.360       7.038      10.199      10.022       0.000       0.000       0.505
    365    12    31  2007     14       0  rtu0140                4.000   39776.160       0.000     521.115       9.537       0.000     286.556     237.532     132.591       6.937       0.150      70.886       0.000      13.360       7.038      10.199      10.022       0.000       0.000       0.505
    365    12    31  2007     15       0  rtu0150                4.000   41422.633       0.000     554.368       9.539       0.000     283.671     237.532     135.183       7.744       0.149      64.339       0.000      13.360       7.038      10.199      10.022       0.000       0.000       0.505
    365    12    31  2007     16       0  rtu0160                4.000   44571.270       0.000     617.748       9.524       0.000     224.002     237.532     135.656       8.053       0.152      47.238       0.000      13.360       7.038      10.199      10.022       0.000       0.000       0.505
    365    12    31  2007     17       0  rtu0170                4.000   42259.496       0.000     608.708       9.528       0.000     246.364     237.534     133.167       7.425       0.153      58.155       0.000      13.361       7.038      10.199      10.022       0.000       0.000       0.505
    365    12    31  2007     18       0  rtu0180                4.000   43001.023       0.000     581.813       9.531       0.000     255.128     237.532     135.705       7.956       0.150      55.294       0.000      13.360       7.038      10.199      10.022       0.000       0.000       0.505
    365    12    31  2007     19       0  rtu0190                4.000   46572.574       0.000     901.465       9.535       0.000     188.854     237.532      90.117       6.303       0.300      52.012       0.000      13.360       7.038      10.199      10.022       0.000       0.000       0.505
    365    12    31  2007     20       0  rtu0200                2.720   28357.559       0.000     382.095       9.443       0.000     192.736     161.522      75.861       4.695       0.138      58.937       0.000      13.360       7.038      10.199      10.022       0.000       0.000       0.505
    365    12    31  2007     21       0  rtu0210                4.000   40247.184       0.000     556.770       9.613       0.000     284.608     237.532       0.000       2.165       0.449     142.843       0.000      13.360       7.038      10.199      10.022       0.000       0.000       0.505
    365    12    31  2007     22       0  rtu0220                1.818   20947.621       0.000     288.324       9.378       0.000     126.857     107.970      12.099       1.888       0.181      62.785       0.000      13.360       7.038      10.199      10.022       0.000       0.000       0.505
    365    12    31  2007     23       0  rtu0230                2.338   27935.551       0.000     859.947       9.553       0.000     116.317     138.818       0.777       1.579       0.296      60.538       0.000      13.360       7.038      10.199      10.022       0.000       0.000       0.505
    365    12    31  2007     24       0  rtu0240                1.333    8193.655       0.000     106.058       9.266       0.000      97.304      88.341       0.000       0.009       0.131      83.599       0.000      13.045       6.723       9.884       9.694       0.000       0.000       0.505
    365    12    31  2007     25       0  rtu0250                4.000   24581.539       0.000     318.181       8.630       0.000     291.916     265.025       0.000       0.028       0.394     169.574       0.000      12.414       6.092       9.253       9.039       0.000       0.000       0.505
    365    12    31  2007     26       0  rtu0260                4.000   24581.320       0.000     318.179       8.630       0.000     291.916     265.025       0.000       0.028       0.394     169.572       0.000      12.414       6.092       9.253       9.039       0.000       0.000       0.505
    365    12    31  2007     27       0  rtu0270                4.000   24580.967       0.000     318.175       8.630       0.000     291.916     265.025       0.000       0.028       0.394     169.575       0.000      12.414       6.092       9.253       9.039       0.000       0.000       0.505
    365    12    31  2007     28       0  rtu0280                4.000   24580.893       0.000     318.174       8.630       0.000     291.917     265.025       0.000       0.028       0.394     169.575       0.000      12.414       6.092       9.253       9.039       0.000       0.000       0.505
    365    12    31  2007     29       0  rtu0290                4.000   24666.531       0.000     320.413       8.630       0.000     291.866     265.025       0.000       0.028       0.397     168.448       0.000      12.414       6.092       9.253       9.039       0.000       0.000       0.505
    365    12    31  2007     30       0  rtu0300                4.000   25102.855       0.000     328.232       8.628       0.000     291.516     265.025       0.000       0.083       0.398     165.383       0.000      12.414       6.092       9.253       9.039       0.000       0.000       0.505
    365    12    31  2007     31       0  rtu0310                1.390   27023.348       0.000     409.544       8.600       0.000     213.096     265.022       0.000       0.031       0.146     135.413       0.000      12.414       6.092       9.253       9.039       0.000       0.000       0.505
    365    12    31  2007     32       0  rtu0320                1.032    6850.397       0.000      90.048       8.647       0.000      74.736      68.395       0.000       0.083       0.104     199.305       0.000      12.414       6.092       9.253       9.039       0.000       0.000       0.505
    365    12    31  2007     33       0  rtu0330                4.000   46559.262       0.000     654.171       9.096       0.000     196.581     349.691     154.622       9.214       0.169      19.311       0.000      12.608       6.285       9.446      10.022       0.000       0.000       0.467
    365    12    31  2007     34       0  rtu0340                4.000   46945.141       0.000     658.799       9.096       0.000     195.651     349.691     156.858       9.232       0.169      17.333       0.000      12.608       6.285       9.446      10.022       0.000       0.000       0.467
    365    12    31  2007     35       0  rtu0350                1.004   23567.338       0.000     695.273       8.596       0.000      67.392     173.557       0.000       0.229       0.131     107.519       0.000      12.414       6.092       9.253       9.039       0.000       0.000       0.505
    365    12    31  2007     36       0  rtu0360                0.161    9700.996       0.000     155.024       8.634       0.000      77.438      99.384       0.000       0.008       0.015     189.266       0.000      12.414       6.092       9.253       9.039       0.000       0.000       0.505
    365    12    31  2007     37       0  rtu0370                4.000   42060.605       0.000     567.103       9.539       0.000     282.218     237.532     136.064       8.060       0.149      61.831       0.000      13.360       7.038      10.199      10.022       0.000       0.000       0.505
    365    12    31  2007     38       0  rtu0380                0.143    7077.497       0.000     107.063       8.645       0.000      97.796      88.341       0.000       0.000       0.003     218.513       0.000      12.414       6.092       9.253       9.039       0.000       0.000       0.505
    365    12    31  2007     39       0  rtu0390                4.000   43041.391       0.000     582.666       9.533       0.000     258.875     237.532     136.395       8.181       0.149      54.803       0.000      13.360       7.038      10.199      10.022       0.000       0.000       0.505
    365    12    31  2007     40       0  rtu0400                2.168   26542.488       0.000     380.277       8.616       0.000     268.395     265.025       0.000       0.544       0.212     179.479       0.000      12.414       6.092       9.253       9.039       0.000       0.000       0.505
    365    12    31  2007     41       0  rtu0410                0.405   26149.328       0.000     625.189       8.602       0.000     215.889     265.025       0.000       0.009       0.034     164.774       0.000      12.414       6.092       9.253       9.039       0.000       0.000       0.505
    365    12    31  2007     42       0  rtu0420                0.428   30043.154       0.000     481.157       8.577       0.000     143.528     265.025       0.000       0.042       0.069      89.120       0.000      12.414       6.092       9.253       9.039       0.000       0.000       0.505
    365    12    31  2007     43       0  rtu0430                4.000   47108.832       0.000     662.076       9.094       0.000     191.552     349.691     156.903       9.351       0.169      17.236       0.000      12.608       6.285       9.446      10.022       0.000       0.000       0.467
    365    12    31  2007     44       0  rtu0440                0.428   30331.209       0.000     482.275       8.493       0.000     138.316     265.025       0.000       0.640       0.084      42.909       0.000      12.414       6.092       9.253       9.039       0.000       0.000       0.505
    365    12    31  2007     45       0  rtu0450                2.646   42807.305       0.000    1182.456       9.202       0.000     219.453     349.691      10.933       3.053       0.341      76.208       0.000      12.608       6.285       9.446      10.022       0.000       0.000       0.467
    365    12    31  2007     46       0  rtu0460                4.000   42190.133       0.000     585.750       9.117       0.000     252.295     349.691     137.435       8.753       0.169      37.408       0.000      12.608       6.285       9.446      10.022       0.000       0.000       0.467
    365    12    31  2007     47       0  rtu0470                0.449   23311.951       0.000     373.592       9.276       0.000     292.007     349.691       0.000       0.026       0.032     203.228       0.000      12.608       6.285       9.446      10.022       0.000       0.000       0.467
    365    12    31  2007     48       0  rtu0480                4.000   30376.863       0.000     416.117       8.611       0.000     255.913     265.028       0.000       0.783       0.429     136.189       0.000      12.414       6.092       9.253       9.039       0.000       0.000       0.505
    365    12    31  2007     49       0  rtu0490                4.000   35118.555       0.000     459.404       9.132       0.000     289.851     349.691      80.228       6.058       0.169      65.844       0.000      12.608       6.285       9.446      10.022       0.000       0.000       0.467
    365    12    31  2007     50       0  rtu0500                0.449   23019.420       0.000     355.141       9.215       0.000     292.486     349.691       0.000       0.020       0.031     180.021       0.000      12.608       6.285       9.446      10.022       0.000       0.000       0.467
    365    12    31  2007     51       0  rtu0510                4.000   42921.797       0.000     595.442       9.206       0.000     257.253     331.557     119.963       8.028       0.227      51.747       0.000      12.729       6.407       9.568      10.022       0.000       0.000       0.473
    365    12    31  2007     52       0  rtu0520                4.000   41068.387       0.000     560.796       9.114       0.000     238.937     349.695     118.384       7.472       0.169      41.514       0.000      12.608       6.285       9.447      10.022       0.000       0.000       0.467
    365    12    31  2007     53       0  rtu0530                4.000   41715.230       0.000     580.995       9.245       0.000     283.348     349.691       0.000       4.107       0.509     115.127       0.000      12.608       6.285       9.446      10.022       0.000       0.000       0.467
    365    12    31  2007     54       0  rtu0540                0.449   31719.957       0.000     629.420       9.229       0.000     270.028     349.691       0.000       0.136       0.098     113.030       0.000      12.608       6.285       9.446      10.022       0.000       0.000       0.467
    365    12    31  2007     55       0  rtu0550                4.000   37312.629       0.000     500.959       9.132       0.000     288.040     349.691     103.862       6.827       0.169      56.618       0.000      12.608       6.285       9.446      10.022       0.000       0.000       0.467
    365    12    31  2007     56       0  rtu0560                2.564   41137.078       0.000     636.765       8.502       0.000     115.130     271.370       0.000       1.814       0.353      37.077       0.000      12.356       6.033       9.195       9.039       0.000       0.000       0.502
    365    12    31  2007     57       0  rtu0570                0.428   21194.951       0.000     302.746       8.460       0.000     293.520     265.025       0.000       0.000       0.042      84.961       0.000      12.414       6.092       9.253       9.039       0.000       0.000       0.505
    365    12    31  2007     58       0  rtu0580                4.000   40550.641       0.000     599.319       8.574       0.000     164.956     265.025       0.000       2.044       0.501      74.470       0.000      12.414       6.092       9.253       9.039       0.000       0.000       0.505
    365    12    31  2007     59       0  rtu0590                4.000   43562.008       0.000     610.076       9.115       0.000     245.791     349.691     148.697       9.226       0.169      31.703       0.000      12.608       6.285       9.446      10.022       0.000       0.000       0.467
    365    12    31  2007     60       0  rtu0600                0.186   13142.752       0.000     212.646       8.551       0.000      74.778     114.843       0.000       0.019       0.031      43.510       0.000      12.414       6.092       9.253       9.039       0.000       0.000       0.505
    365    12    31  2007     61       0  rtu0610                0.449   29960.672       0.000     476.906       9.241       0.000     285.123     349.691       0.000       0.061       0.087     130.511       0.000      12.608       6.285       9.446      10.022       0.000       0.000       0.467
    365    12    31  2007     62       0  rtu0620                0.350   38023.176       0.000    1358.954       8.529       0.000      74.718     265.025       0.127       0.044       0.093      17.118       0.000      12.414       6.092       9.253       9.039       0.000       0.000       0.505
    365    12    31  2007     63       0  rtu0630                0.415   36219.871       0.000    1197.779       8.997       0.000     167.587     349.691       0.000       0.699       0.123      37.543       0.000      12.608       6.285       9.446      10.022       0.000       0.000       0.467
    365    12    31  2007     64       0  rtu0640                0.391   34183.715       0.000     908.573       8.414       0.000      99.633     265.028       0.427       0.846       0.108      16.507       0.000      12.414       6.092       9.253       9.039       0.000       0.000       0.505
    365    12    31  2007     65       0  rtu0650                0.449   29834.250       0.000     587.280       8.900       0.000     266.778     349.691       0.000       0.893       0.093      46.085       0.000      12.608       6.285       9.446      10.022       0.000       0.000       0.467
    365    12    31  2007     66       0  rtu0660                1.978   12466.570       0.000     162.993       8.587       0.000     144.073     131.026       0.000       0.050       0.197      99.721       0.000      12.414       6.092       9.253       9.039       0.000       0.000       0.505
    365    12    31  2007     67       0  rtu0670                0.367   37522.137       0.000     734.544       9.040       0.000     294.108     349.691       0.000       0.000       0.129     103.768       0.000      12.608       6.285       9.446      10.022       0.000       0.000       0.467
    365    12    31  2007     68       0  rtu0680                0.292   25244.523       0.000     553.107       8.416       0.000      21.607     191.743       0.270       1.019       0.080       9.183       0.000      12.414       6.092       9.253       9.039       0.000       0.000       0.505
    365    12    31  2007     69       0  rtu0690                0.428   34005.812       0.000     553.219       8.524       0.000     151.301     265.025       0.000       0.764       0.101      19.082       0.000      12.414       6.092       9.253       9.039       0.000       0.000       0.505
    365    12    31  2007     70       0  rtu0700                0.375   35259.023       0.000    1078.197       8.413       0.000      97.141     265.025       0.613       0.473       0.109      15.612       0.000      12.414       6.092       9.253       9.039       0.000       0.000       0.505
    365    12    31  2007     71       0  rtu0710                0.000       0.000       0.000       0.000       8.573       0.000       0.000       0.000       0.000       0.000       0.000      55.291       0.000      12.414       6.092       9.253       9.039       0.000       0.000       0.505
    365    12    31  2007     72       0  rtu0720                4.000   45808.289       0.000     642.485       9.103       0.000     214.690     349.691     155.012       9.392       0.169      22.454       0.000      12.608       6.285       9.446      10.022       0.000       0.000       0.467
    365    12    31  2007     73       0  rtu0730                0.428   34543.930       0.000     561.516       8.554       0.000     101.265     265.025       0.000       0.062       0.099      23.724       0.000      12.414       6.092       9.253       9.039       0.000       0.000       0.505
    365    12    31  2007     74       0  rtu0740                0.428   33916.043       0.000     551.686       8.524       0.000     180.530     265.025       0.000       0.914       0.102      23.115       0.000      12.414       6.092       9.253       9.039       0.000       0.000       0.505
    365    12    31  2007     75       0  rtu0750                0.367   38080.535       0.000    1541.338       8.974       0.000      51.973     349.691       0.000       0.394       0.127      17.526       0.000      12.608       6.285       9.446      10.022       0.000       0.000       0.467
    365    12    31  2007     76       0  rtu0760                4.000   43208.297       0.000     601.687       9.116       0.000     251.961     349.691     145.322       9.389       0.169      34.042       0.000      12.608       6.285       9.446      10.022       0.000       0.000       0.467
    365    12    31  2007     77       0  rtu0770                4.000   48887.715       0.000     931.073       9.523       0.000     160.384     237.532     104.858       7.283       0.238      35.394       0.000      13.360       7.038      10.199      10.022       0.000       0.000       0.505
    365    12    31  2007     78       0  rtu0780                0.382   36123.848       0.000     986.761       8.408       0.000      49.802     265.025       0.703       0.906       0.112      10.951       0.000      12.414       6.092       9.253       9.039       0.000       0.000       0.505
    365    12    31  2007     79       0  rtu0790                0.449   33525.492       0.000     769.840       8.886       0.000     233.548     349.691       0.000       2.013       0.112      32.544       0.000      12.608       6.285       9.446      10.022       0.000       0.000       0.467
    365    12    31  2007     80       0  rtu0800                4.000   46317.086       0.000     650.152       9.102       0.000     213.957     349.691     156.894       9.754       0.169      21.257       0.000      12.608       6.285       9.446      10.022       0.000       0.000       0.467
    365    12    31  2007     81       0  rtu0810                4.000   48030.480       0.000    1567.356       9.557       0.000     121.587     237.532       0.000       2.767       0.524      61.993       0.000      13.360       7.038      10.199      10.022       0.000       0.000       0.505
    365    12    31  2007     82       0  rtu0820                0.394   34736.133       0.000     888.634       8.411       0.000      80.949     265.022       0.392       1.054       0.110      12.837       0.000      12.414       6.092       9.253       9.039       0.000       0.000       0.505
    365    12    31  2007     83       0  rtu0830                4.000   46257.418       0.000     640.676       9.533       0.000     245.054     237.532     139.818      10.226       0.148      39.467       0.000      13.360       7.038      10.199      10.022       0.000       0.000       0.505
    365    12    31  2007     84       0  rtu0840                0.298   34257.582       0.000     833.788       7.823       0.000     192.637     353.980       0.115       0.657       0.116      23.396       0.000      11.599       5.276       8.437       9.039       0.000       0.000       0.460
    365    12    31  2007     85       0  rtu0850                0.000       0.000       0.000       0.000       9.193       0.000       0.000       0.000       0.000       0.000       0.000      17.950       0.000      13.360       7.038      10.199      10.022       0.000       0.000       0.505
    365    12    31  2007     86       0  rtu0860                0.420   34902.074       0.000    1081.795       8.878       0.000     199.845     349.691       0.272       1.550       0.118      27.192       0.000      12.608       6.285       9.446      10.022       0.000       0.000       0.467
    365    12    31  2007     87       0  rtu0870                0.000       0.000       0.000       0.000       9.184       0.000       0.000       0.000       0.000       0.000       0.000      13.858       0.000      13.360       7.038      10.199      10.022       0.000       0.000       0.505
    365    12    31  2007     88       0  rtu0880                0.000       0.000       0.000       0.000       8.225       0.000       0.000       0.000       0.000       0.000       0.000      20.144       0.000      12.414       6.092       9.253       9.039       0.000       0.000       0.505
    365    12    31  2007     89       0  rtu0890                1.912   40585.879       0.000     634.375       8.555       0.000     133.210     265.028       0.000       1.573       0.270      33.651       0.000      12.414       6.092       9.253       9.039       0.000       0.000       0.505
    365    12    31  2007     90       0  rtu0900                0.449   28425.676       0.000     458.352       8.905       0.000     287.274     349.691       0.000       1.000       0.099      49.024       0.000      12.608       6.285       9.446      10.022       0.000       0.000       0.467
    365    12    31  2007     91       0  rtu0910                0.000       0.000       0.000       0.000       9.230       0.000       0.000       0.000       0.000       0.000       0.000      30.351       0.000      13.360       7.038      10.199      10.022       0.000       0.000       0.505
    365    12    31  2007     92       0  rtu0920                4.000   45739.379       0.000     642.646       9.101       0.000     209.121     349.691     153.090       9.244       0.170      23.016       0.000      12.608       6.285       9.446      10.022       0.000       0.000       0.467
    365    12    31  2007     93       0  rtu0930                0.259   32106.135       0.000     775.524       7.498       0.000     145.967     391.932       0.112       1.253       0.117      14.561       0.000      11.251       4.928       8.090       9.039       0.000       0.000       0.441
    365    12    31  2007     94       0  rtu0940                2.571   26787.885       0.000     357.802       9.412       0.000     172.371     152.700      86.466       4.887       0.096      44.675       0.000      13.361       7.038      10.199      10.022       0.000       0.000       0.505
    365    12    31  2007     95       0  rtu0950                0.401   33299.941       0.000     727.245       8.575       0.000     206.460     265.025       0.000       0.081       0.071      78.358       0.000      12.414       6.092       9.253       9.039       0.000       0.000       0.505
    365    12    31  2007     96       0  rtu0960                0.200   21519.818       0.000     651.659       8.397       0.000     153.998     151.443       0.718       0.193       0.057      34.284       0.000      12.414       6.092       9.253       9.039       0.000       0.000       0.505
    365    12    31  2007     97       0  rtu0970                4.000   46252.500       0.000     649.281       9.101       0.000     211.055     349.691     156.489       9.608       0.169      21.153       0.000      12.608       6.285       9.446      10.022       0.000       0.000       0.467
    365    12    31  2007     98       0  rtu0980                0.228   37623.383       0.000    1382.213       7.477       0.000      15.843     391.932       0.323       0.087       0.147       3.985       0.000      11.251       4.928       8.090       9.039       0.000       0.000       0.441
    365    12    31  2007     99       0  rtu0990                1.549   37777.723       0.000     597.068       8.555       0.000      95.629     265.022       0.000       0.856       0.231      31.091       0.000      12.414       6.092       9.253       9.039       0.000       0.000       0.505
    365    12    31  2007    100       0  rtu1000                4.000   41023.867       0.000     547.157       9.539       0.000     284.902     237.532     135.075       7.820       0.149      65.555       0.000      13.360       7.038      10.199      10.022       0.000       0.000       0.505
    365    12    31  2007    101       0  rtu1010                0.000       0.000       0.000       0.000       9.185       0.000       0.000       0.000       0.000       0.000       0.000      15.146       0.000      13.360       7.038      10.199      10.022       0.000       0.000       0.505
    365    12    31  2007    102       0  rtu1020                0.198   28802.121       0.000    1084.193       7.713       0.000      58.060     292.227       0.193       0.120       0.109       8.805       0.000      11.477       5.155       8.316       9.203       0.000       0.000       0.445
    365    12    31  2007    103       0  rtu1030                0.228   37567.621       0.000    1110.068       7.517       0.000     214.084     391.932       0.204       0.051       0.142      36.486       0.000      11.251       4.928       8.090       9.039       0.000       0.000       0.441
    365    12    31  2007    104       0  rtu1040                4.000   36496.480       0.000     527.619       8.587       0.000     179.259     265.025       0.000       1.495       0.501      99.203       0.000      12.414       6.092       9.253       9.039       0.000       0.000       0.505
    365    12    31  2007    105       0  rtu1050                0.260   32884.684       0.000     610.136       7.507       0.000     162.749     391.932       0.022       1.535       0.127      23.692       0.000      11.251       4.928       8.090       9.039       0.000       0.000       0.441
    365    12    31  2007    106       0  rtu1060                0.368   36639.398       0.000     930.593       8.496       0.000     254.205     265.025       1.009       0.586       0.100      26.988       0.000      12.414       6.092       9.253       9.039       0.000       0.000       0.505
    365    12    31  2007    107       0  rtu1070                0.350   37880.160       0.000    1208.669       8.562       0.000     171.355     265.025       0.000       0.021       0.074      67.469       0.000      12.414       6.092       9.253       9.039       0.000       0.000       0.505
    365    12    31  2007    108       0  rtu1080                4.000   40792.234       0.000     564.357       9.128       0.000     281.764     349.691     136.435       9.080       0.168      44.017       0.000      12.608       6.285       9.446      10.022       0.000       0.000       0.467
    365    12    31  2007    109       0  rtu1090                2.400   30860.920       0.000     436.585       9.362       0.000      53.901     142.519      82.444       5.230       0.092       6.438       0.000      13.360       7.038      10.199      10.022       0.000       0.000       0.505
    365    12    31  2007    110       0  rtu1100                0.228   37512.883       0.000     856.918       7.543       0.000     291.395     391.932       0.000       0.000       0.135      49.675       0.000      11.251       4.928       8.090       9.039       0.000       0.000       0.441
    365    12    31  2007    111       0  rtu1110                4.000   47721.863       0.000     803.111       9.441       0.000     186.300     246.940     140.378       9.436       0.163      27.829       0.000      13.223       6.901      10.062      10.022       0.000       0.000       0.498
    365    12    31  2007    112       0  rtu1120                0.411   33924.555       0.000     551.727       8.441       0.000     137.991     279.126       0.000       0.292       0.100      25.874       0.000      12.285       5.962       9.124       9.039       0.000       0.000       0.498
    365    12    31  2007    113       0  rtu1130                0.449   30906.549       0.000     611.653       8.898       0.000     268.837     349.691       0.000       1.259       0.097      43.429       0.000      12.608       6.285       9.446      10.022       0.000       0.000       0.467
    365    12    31  2007    114       0  rtu1140                0.000       0.000       0.000       0.000       8.577       0.000       0.000       0.000       0.000       0.000       0.000      63.617       0.000      12.414       6.092       9.253       9.039       0.000       0.000       0.505
    365    12    31  2007    115       0  rtu1150                0.238   35884.676       0.000    1136.307       7.494       0.000     141.076     391.936       0.227       0.460       0.137      14.185       0.000      11.251       4.928       8.090       9.039       0.000       0.000       0.441
    365    12    31  2007    116       0  rtu1160                0.264   32467.674       0.000     701.793       7.484       0.000      62.181     391.932       0.072       1.676       0.128       6.236       0.000      11.251       4.928       8.090       9.039       0.000       0.000       0.441
    365    12    31  2007    117       0  rtu1170                0.350   38035.156       0.000    1360.847       8.403       0.000      23.773     265.025       0.903       0.166       0.117       6.786       0.000      12.414       6.092       9.253       9.039       0.000       0.000       0.505
    365    12    31  2007    118       0  rtu1180                0.228   37565.477       0.000    1214.730       7.698       0.000     237.523     391.932       0.000       0.042       0.155      28.690       0.000      11.251       4.928       8.090       9.039       0.000       0.000       0.441
    365    12    31  2007    119       0  rtu1190                0.228   37605.766       0.000    1380.415       7.648       0.000     161.338     391.932       0.046       0.063       0.129       9.616       0.000      11.251       4.928       8.090       9.039       0.000       0.000       0.441
    365    12    31  2007    120       0  rtu1200                0.228   37565.082       0.000    1117.351       7.704       0.000     215.355     391.932       0.000       0.035       0.133      41.285       0.000      11.251       4.928       8.090       9.039       0.000       0.000       0.441
    365    12    31  2007    121       0  rtu1210                0.152   25082.307       0.000     921.417       7.482       0.000      47.174     261.289       0.169       0.054       0.093       6.892       0.000      11.251       4.928       8.090       9.039       0.000       0.000       0.441
    365    12    31  2007    122       0  rtu1220                0.367   38154.531       0.000    1648.164       8.966       0.000      27.777     349.691       0.000       0.447       0.127       6.857       0.000      12.608       6.285       9.446      10.022       0.000       0.000       0.467
    365    12    31  2007    123       0  rtu1230                0.367   38154.488       0.000    1648.153       8.968       0.000      49.594     349.691       0.000       0.473       0.127       8.486       0.000      12.608       6.285       9.446      10.022       0.000       0.000       0.467
    365    12    31  2007    124       0  rtu1240                0.412   38090.477       0.000    1286.699       8.931       0.000     126.442     349.695       0.177       1.410       0.135      27.824       0.000      12.608       6.285       9.447      10.022       0.000       0.000       0.467
    365    12    31  2007    125       0  rtu1250                4.000   38933.012       0.000     526.852       9.126       0.000     271.069     349.695     112.062       7.168       0.169      50.034       0.000      12.608       6.285       9.447      10.022       0.000       0.000       0.467
    365    12    31  2007    126       0  rtu1260                4.000   48035.945       0.000     882.126       9.112       0.000     182.030     349.695     122.748       8.172       0.253      23.923       0.000      12.608       6.285       9.447      10.022       0.000       0.000       0.467
    365    12    31  2007    127       0  rtu1270                4.000   51100.867       0.000    1706.996       9.144       0.000     118.130     349.691      36.316       4.894       0.489      22.798       0.000      12.608       6.285       9.446      10.022       0.000       0.000       0.467
    365    12    31  2007    128       0  rtu1280                4.000   46960.969       0.000     660.536       9.095       0.000     190.731     349.691     155.958       9.287       0.170      18.068       0.000      12.608       6.285       9.446      10.022       0.000       0.000       0.467
    365    12    31  2007    129       0  rtu1290                4.000   44377.629       0.000     621.813       9.111       0.000     238.310     349.691     152.526       9.464       0.169      28.602       0.000      12.608       6.285       9.446      10.022       0.000       0.000       0.467
    365    12    31  2007    130       0  rtu1300                1.418   37630.113       0.000    1203.241       9.060       0.000     189.615     349.695      16.787       2.778       0.160      56.732       0.000      12.608       6.285       9.447      10.022       0.000       0.000       0.467
