 LLYFNI2                   SWAT+ Dec 8  2020    MODULAR Rev 2020.60.5.1                                   
  jday   mon   day    yr    unit  gis_id     name         grzn        grzp        lab_min_p        act_sta_p            fertn            fertp             fixn            denit        act_nit_n        act_sta_n        org_lab_p     rsd_nitorg_n     rsd_laborg_p          no3atmo          nh4atmo
                                                          kgha        kgha             kgha             kgha             kgha             kgha             kgha             kgha             kgha             kgha             kgha             kgha             kgha             kgha             kgha
   365    12    31  2010      40       0  rtu0400                0.000       0.000      19.022      15.625       0.000       0.000            0.000          254.168          483.358           -9.167           35.247          431.544           29.054            0.000            0.000
   365    12    31  2010      41       0  rtu0410                0.000       0.000      12.294      10.113       0.000       0.000            0.000          208.034          466.060           -9.755           33.325          120.749            0.700            0.000            0.000
   365    12    31  2010      42       0  rtu0420                0.000       0.000      11.527       9.500       0.000       0.000            0.000          125.345          449.007           -8.692           32.206          153.680            1.354            0.000            0.000
   365    12    31  2010      43       0  rtu0430                0.000       0.000      18.606      14.867       0.000       0.000            0.000           10.542          130.721           -2.292           12.434          168.825           98.389            0.000            0.000
   365    12    31  2010      44       0  rtu0440                0.000       0.000       8.459       6.952       0.000       0.000            0.000           74.385          339.251           -6.438           24.351          136.418            1.025            0.000            0.000
   365    12    31  2010      45       0  rtu0450                0.000       0.000      23.132      18.752       0.000       0.000            0.000          140.995          443.423           -7.290           33.565          599.235           65.446            0.000            0.000
   365    12    31  2010      46       0  rtu0460                0.000       0.000      16.977      13.550       0.000       0.000            0.000           19.704          136.475           -2.475           12.595          158.529           77.265            0.000            0.000
   365    12    31  2010      47       0  rtu0470                0.000       0.000      12.693      10.337       0.000       0.000            0.000          283.073          479.151          -10.675           34.139          104.818            0.000            0.000            0.000
   365    12    31  2010      48       0  rtu0480                0.000       0.000      25.046      20.564       0.000       0.000            0.000          230.030          492.147           -7.672           36.547          793.345           53.082            0.000            0.000
   365    12    31  2010      49       0  rtu0490                0.000       0.000      15.547      12.927       0.000       0.000            0.000           31.822          142.276           -2.562           12.804          178.102           56.762            0.000            0.000
   365    12    31  2010      50       0  rtu0500                0.000       0.000      11.237       9.165       0.000       0.000            0.000          261.788          428.457           -9.470           30.517           99.991            0.000            0.000            0.000
   365    12    31  2010      51       0  rtu0510                0.000       0.000      19.352      15.138       0.000       0.000            0.000           50.808          199.964           -3.463           17.005          282.340           79.026            0.000            0.000
   365    12    31  2010      52       0  rtu0520                0.000       0.000      17.458      13.984       0.000       0.000            0.000           21.203          136.513           -2.421           12.621          174.161           76.765            0.000            0.000
   365    12    31  2010      53       0  rtu0530                0.000       0.000      27.495      22.105       0.000       0.000            0.000          191.302          493.254           -7.827           37.203          892.090           71.869            0.000            0.000
   365    12    31  2010      54       0  rtu0540                0.000       0.000      12.095       9.892       0.000       0.000            0.000          211.238          465.139           -9.620           33.212          148.315            0.494            0.000            0.000
   365    12    31  2010      55       0  rtu0550                0.000       0.000      16.022      13.084       0.000       0.000            0.000           28.378          140.938           -2.574           12.746          165.659           60.816            0.000            0.000
   365    12    31  2010      56       0  rtu0560                0.000       0.000      21.944      17.882       0.000       0.000            0.000           76.727          440.558           -6.104           32.994          713.446           58.945            0.000            0.000
   365    12    31  2010      57       0  rtu0570                0.000       0.000       6.949       5.589       0.000       0.000            0.000          185.366          270.434           -6.157           19.207           73.872            0.000            0.000            0.000
   365    12    31  2010      58       0  rtu0580                0.000       0.000      28.326      22.809       0.000       0.000            0.000          122.719          471.741           -6.054           35.706         1018.835           81.546            0.000            0.000
   365    12    31  2010      59       0  rtu0590                0.000       0.000      17.732      13.698       0.000       0.000            0.000           17.341          135.381           -2.463           12.562          155.312           81.715            0.000            0.000
   365    12    31  2010      60       0  rtu0600                0.000       0.000      10.742       8.850       0.000       0.000            0.000           73.399          406.576           -7.615           29.470           66.053            0.500            0.000            0.000
   365    12    31  2010      61       0  rtu0610                0.000       0.000      12.231       9.989       0.000       0.000            0.000          231.285          469.530           -9.942           33.500          133.081            0.000            0.000            0.000
   365    12    31  2010      62       0  rtu0620                0.000       0.000      10.758       8.978       0.000       0.000            0.000           36.863          409.682           -7.100           29.567          185.500            2.414            0.000            0.000
   365    12    31  2010      63       0  rtu0630                0.000       0.000       7.167       5.921       0.000       0.000            0.000           66.876          285.164           -5.121           20.404          183.335            2.285            0.000            0.000
   365    12    31  2010      64       0  rtu0640                0.000       0.000       6.039       4.955       0.000       0.000            0.000           23.858          241.823           -4.546           17.504          110.955            1.384            0.000            0.000
   365    12    31  2010      65       0  rtu0650                0.000       0.000       6.481       5.242       0.000       0.000            0.000          121.320          260.061           -5.372           18.565          124.628            0.924            0.000            0.000
   365    12    31  2010      66       0  rtu0660                0.000       0.000      16.862      13.978       0.000       0.000            0.000          168.863          441.518           -7.746           32.375          354.735           19.826            0.000            0.000
   365    12    31  2010      67       0  rtu0670                0.000       0.000       7.854       6.411       0.000       0.000            0.000          199.819          302.648           -6.478           21.579          150.142            0.099            0.000            0.000
   365    12    31  2010      68       0  rtu0680                0.000       0.000       5.682       4.606       0.000       0.000            0.000            7.913          231.518           -4.231           16.788           85.275            0.808            0.000            0.000
   365    12    31  2010      69       0  rtu0690                0.000       0.000       7.458       6.255       0.000       0.000            0.000           48.178          313.834           -5.562           22.545          161.185            1.186            0.000            0.000
   365    12    31  2010      70       0  rtu0700                0.000       0.000       6.165       5.074       0.000       0.000            0.000           23.670          241.210           -4.568           17.505          105.458            1.675            0.000            0.000
   365    12    31  2010      71       0  rtu0710                0.000       0.000      10.573       8.666       0.000       0.000            0.000          128.462          390.687           -7.529           28.492            0.000            0.000            0.000            0.000
   365    12    31  2010      72       0  rtu0720                0.000       0.000      18.576      14.367       0.000       0.000            0.000           13.140          132.552           -2.368           12.487          162.720           92.484            0.000            0.000
   365    12    31  2010      73       0  rtu0730                0.000       0.000      10.911       9.108       0.000       0.000            0.000           65.582          435.114           -7.769           31.306          186.096            2.018            0.000            0.000
   365    12    31  2010      74       0  rtu0740                0.000       0.000       7.160       6.002       0.000       0.000            0.000           58.001          302.877           -5.453           21.736          157.498            0.962            0.000            0.000
   365    12    31  2010      75       0  rtu0750                0.000       0.000       7.151       6.008       0.000       0.000            0.000           23.988          279.189           -4.620           20.097          197.306            2.780            0.000            0.000
   365    12    31  2010      76       0  rtu0760                0.000       0.000      16.891      13.516       0.000       0.000            0.000           18.239          135.915           -2.481           12.573          151.360           79.007            0.000            0.000
   365    12    31  2010      77       0  rtu0770                0.000       0.000      21.475      17.817       0.000       0.000            0.000           38.498          207.340           -3.162           18.030          324.232          104.875            0.000            0.000
   365    12    31  2010      78       0  rtu0780                0.000       0.000       5.968       4.898       0.000       0.000            0.000           11.172          238.911           -4.378           17.342          110.664            1.532            0.000            0.000
   365    12    31  2010      79       0  rtu0790                0.000       0.000       6.299       5.089       0.000       0.000            0.000           79.422          254.263           -5.005           18.210          145.780            1.879            0.000            0.000
   365    12    31  2010      80       0  rtu0800                0.000       0.000      17.794      14.316       0.000       0.000            0.000           12.505          132.308           -2.367           12.475          157.759           92.613            0.000            0.000
   365    12    31  2010      81       0  rtu0810                0.000       0.000      31.117      25.695       0.000       0.000            0.000          100.041          457.034           -5.509           35.753          967.262          108.901            0.000            0.000
   365    12    31  2010      82       0  rtu0820                0.000       0.000       5.932       4.869       0.000       0.000            0.000           11.400          240.198           -4.429           17.393          115.009            1.390            0.000            0.000
   365    12    31  2010      83       0  rtu0830                0.000       0.000      17.998      13.809       0.000       0.000            0.000           20.691          132.870           -2.572           12.481          155.905          106.263            0.000            0.000
   365    12    31  2010      84       0  rtu0840                0.000       0.000       7.666       6.390       0.000       0.000            0.000           54.776          301.454           -5.704           21.717          123.087            1.066            0.000            0.000
   365    12    31  2010      85       0  rtu0850                0.000       0.000       2.385       1.772       0.000       0.000            0.000           10.096          107.112           -1.649            7.881            0.000            0.000            0.000            0.000
   365    12    31  2010      86       0  rtu0860                0.000       0.000       6.348       5.193       0.000       0.000            0.000           56.597          250.933           -4.889           18.070          138.236            2.308            0.000            0.000
   365    12    31  2010      87       0  rtu0870                0.000       0.000       2.361       1.750       0.000       0.000            0.000            7.200          106.357           -1.622            7.827            0.000            0.000            0.000            0.000
   365    12    31  2010      88       0  rtu0880                0.000       0.000       2.491       1.954       0.000       0.000            0.000            7.965          113.126           -2.075            8.270            0.000            0.000            0.000            0.000
   365    12    31  2010      89       0  rtu0890                0.000       0.000      19.307      15.765       0.000       0.000            0.000           83.636          444.728           -6.897           33.038          540.264           45.785            0.000            0.000
   365    12    31  2010      90       0  rtu0900                0.000       0.000       6.534       5.260       0.000       0.000            0.000          141.325          262.294           -5.526           18.710          113.633            0.000            0.000            0.000
   365    12    31  2010      91       0  rtu0910                0.000       0.000       2.426       1.803       0.000       0.000            0.000           18.431          108.222           -1.718            7.953            0.000            0.000            0.000            0.000
   365    12    31  2010      92       0  rtu0920                0.000       0.000      18.594      14.438       0.000       0.000            0.000           13.084          132.449           -2.344           12.481          164.566           91.612            0.000            0.000
   365    12    31  2010      93       0  rtu0930                0.000       0.000       5.948       4.946       0.000       0.000            0.000           24.606          238.650           -4.436           17.221           95.604            0.544            0.000            0.000
   365    12    31  2010      94       0  rtu0940                0.000       0.000      11.345       9.134       0.000       0.000            0.000           21.750          126.058           -2.284           10.911           77.760           47.834            0.000            0.000
   365    12    31  2010      95       0  rtu0950                0.000       0.000      11.717       9.673       0.000       0.000            0.000          149.080          451.367           -8.812           32.361          164.546            1.191            0.000            0.000
   365    12    31  2010      96       0  rtu0960                0.000       0.000       2.977       2.352       0.000       0.000            0.000           16.241          127.361           -2.526            9.278           46.521            0.609            0.000            0.000
   365    12    31  2010      97       0  rtu0970                0.000       0.000      18.112      14.402       0.000       0.000            0.000           12.465          132.174           -2.357           12.470          160.703           93.160            0.000            0.000
   365    12    31  2010      98       0  rtu0980                0.000       0.000       6.116       5.087       0.000       0.000            0.000            0.068          231.361           -4.067           16.900          103.320            1.683            0.000            0.000
   365    12    31  2010      99       0  rtu0990                0.000       0.000      16.863      13.710       0.000       0.000            0.000           67.881          443.170           -6.971           32.543          462.802           30.932            0.000            0.000
   365    12    31  2010     100       0  rtu1000                0.000       0.000      16.001      12.846       0.000       0.000            0.000           32.428          138.528           -2.716           12.679          115.270           70.449            0.000            0.000
   365    12    31  2010     101       0  rtu1010                0.000       0.000       2.374       1.765       0.000       0.000            0.000            8.376          106.804           -1.632            7.860            0.000            0.000            0.000            0.000
   365    12    31  2010     102       0  rtu1020                0.000       0.000       6.214       5.133       0.000       0.000            0.000            5.946          237.092           -4.329           17.237           94.565            1.457            0.000            0.000
   365    12    31  2010     103       0  rtu1030                0.000       0.000       6.615       5.466       0.000       0.000            0.000           69.719          248.183           -5.114           17.931           99.589            1.010            0.000            0.000
   365    12    31  2010     104       0  rtu1040                0.000       0.000      27.174      22.010       0.000       0.000            0.000          167.244          480.175           -6.371           36.003          972.898           71.373            0.000            0.000
   365    12    31  2010     105       0  rtu1050                0.000       0.000       5.990       4.973       0.000       0.000            0.000           41.847          242.958           -4.644           17.475           96.564            0.109            0.000            0.000
   365    12    31  2010     106       0  rtu1060                0.000       0.000       3.042       2.447       0.000       0.000            0.000           13.994          135.221           -2.612            9.785           94.709            0.591            0.000            0.000
   365    12    31  2010     107       0  rtu1070                0.000       0.000      11.861       9.856       0.000       0.000            0.000          124.906          448.687           -8.454           32.227          187.781            1.771            0.000            0.000
   365    12    31  2010     108       0  rtu1080                0.000       0.000      16.146      12.872       0.000       0.000            0.000           22.773          138.746           -2.570           12.656          145.989           68.378            0.000            0.000
   365    12    31  2010     109       0  rtu1090                0.000       0.000      12.628      10.538       0.000       0.000            0.000            2.357          113.659           -1.716           10.224           97.095           69.099            0.000            0.000
   365    12    31  2010     110       0  rtu1100                0.000       0.000       6.907       5.665       0.000       0.000            0.000          117.400          259.617           -5.797           18.644           94.457            0.115            0.000            0.000
   365    12    31  2010     111       0  rtu1110                0.000       0.000      18.248      14.721       0.000       0.000            0.000           14.385          131.948           -2.311           12.622          168.752          104.961            0.000            0.000
   365    12    31  2010     112       0  rtu1120                0.000       0.000      10.404       8.659       0.000       0.000            0.000           77.255          414.902           -7.510           29.835          174.798            1.734            0.000            0.000
   365    12    31  2010     113       0  rtu1130                0.000       0.000       6.441       5.213       0.000       0.000            0.000          115.341          258.955           -5.312           18.499          129.713            1.188            0.000            0.000
   365    12    31  2010     114       0  rtu1140                0.000       0.000      10.758       8.814       0.000       0.000            0.000          138.930          398.758           -7.815           29.048            0.000            0.000            0.000            0.000
   365    12    31  2010     115       0  rtu1150                0.000       0.000       6.211       5.165       0.000       0.000            0.000           23.207          238.474           -4.514           17.296          100.113            1.161            0.000            0.000
   365    12    31  2010     116       0  rtu1160                0.000       0.000       5.681       4.738       0.000       0.000            0.000            1.312          234.005           -4.083           16.910           98.235            0.376            0.000            0.000
   365    12    31  2010     117       0  rtu1170                0.000       0.000       6.199       5.119       0.000       0.000            0.000            0.080          236.251           -4.314           17.250          104.529            2.390            0.000            0.000
   365    12    31  2010     118       0  rtu1180                0.000       0.000       7.364       6.061       0.000       0.000            0.000           64.061          280.496           -5.215           20.170          139.805            1.068            0.000            0.000
   365    12    31  2010     119       0  rtu1190                0.000       0.000       7.000       5.837       0.000       0.000            0.000           18.857          267.835           -4.631           19.340          141.811            1.639            0.000            0.000
   365    12    31  2010     120       0  rtu1200                0.000       0.000       7.410       6.095       0.000       0.000            0.000           80.555          282.313           -5.296           20.279          136.737            0.994            0.000            0.000
   365    12    31  2010     121       0  rtu1210                0.000       0.000       6.101       5.010       0.000       0.000            0.000            2.012          232.710           -4.270           16.933           75.223            1.122            0.000            0.000
   365    12    31  2010     122       0  rtu1220                0.000       0.000       7.058       5.965       0.000       0.000            0.000            0.716          276.382           -4.400           19.919          203.565            3.135            0.000            0.000
   365    12    31  2010     123       0  rtu1230                0.000       0.000       7.082       5.988       0.000       0.000            0.000            1.683          277.040           -4.459           19.959          203.589            3.134            0.000            0.000
   365    12    31  2010     124       0  rtu1240                0.000       0.000       6.698       5.513       0.000       0.000            0.000           40.852          265.806           -4.811           19.112          171.955            2.816            0.000            0.000
   365    12    31  2010     125       0  rtu1250                0.000       0.000      16.492      13.429       0.000       0.000            0.000           25.412          139.138           -2.527           12.680          167.593           67.644            0.000            0.000
   365    12    31  2010     126       0  rtu1260                0.000       0.000      21.560      17.429       0.000       0.000            0.000           29.049          200.577           -3.016           17.500          339.109          101.489            0.000            0.000
   365    12    31  2010     127       0  rtu1270                0.000       0.000      30.207      24.615       0.000       0.000            0.000           48.486          376.368           -4.349           30.406          794.448          117.967            0.000            0.000
   365    12    31  2010     128       0  rtu1280                0.000       0.000      19.049      14.836       0.000       0.000            0.000           10.749          130.881           -2.286           12.444          169.020           97.337            0.000            0.000
   365    12    31  2010     129       0  rtu1290                0.000       0.000      17.398      13.848       0.000       0.000            0.000           15.986          134.529           -2.442           12.530          154.953           84.760            0.000            0.000
   365    12    31  2010     130       0  rtu1300                0.000       0.000      13.400      10.909       0.000       0.000            0.000           94.630          331.255           -6.021           24.586          240.828           30.961            0.000            0.000
   365    12    31  2010     131       0  rtu1310                0.000       0.000      17.801      14.266       0.000       0.000            0.000           14.275          133.271           -2.374           12.514          162.167           88.984            0.000            0.000
   365    12    31  2010     132       0  rtu1320                0.000       0.000       6.371       5.307       0.000       0.000            0.000            5.061          242.400           -4.526           17.663          127.281            3.128            0.000            0.000
   365    12    31  2010     133       0  rtu1330                0.000       0.000      20.792      16.378       0.000       0.000            0.000           15.970          175.655           -2.634           15.685          283.520           98.606            0.000            0.000
   365    12    31  2010     134       0  rtu1340                0.000       0.000       5.898       4.813       0.000       0.000            0.000           13.060          225.470           -4.223           16.429           55.913            0.911            0.000            0.000
   365    12    31  2010     135       0  rtu1350                0.000       0.000       5.908       4.946       0.000       0.000            0.000           23.076          238.488           -4.445           17.211           97.247            0.553            0.000            0.000
   365    12    31  2010     136       0  rtu1360                0.000       0.000       6.084       5.000       0.000       0.000            0.000            4.800          239.782           -4.309           17.355          144.095            2.748            0.000            0.000
   365    12    31  2010     137       0  rtu1370                0.000       0.000       6.985       5.692       0.000       0.000            0.000           91.343          281.069           -5.274           20.073          163.165            1.995            0.000            0.000
   365    12    31  2010     138       0  rtu1380                0.000       0.000      18.182      14.954       0.000       0.000            0.000          107.477          449.675           -7.437           33.270          424.519           38.276            0.000            0.000
   365    12    31  2010     139       0  rtu1390                0.000       0.000      22.918      18.368       0.000       0.000            0.000           37.776          251.642           -3.449           21.036          465.371           92.925            0.000            0.000
   365    12    31  2010     140       0  rtu1400                0.000       0.000       6.126       5.096       0.000       0.000            0.000            0.341          231.634           -4.089           16.916          103.317            1.683            0.000            0.000
   365    12    31  2010     141       0  rtu1410                0.000       0.000       6.057       4.914       0.000       0.000            0.000           26.280          246.792           -4.493           17.741          167.317            3.002            0.000            0.000
   365    12    31  2010     142       0  rtu1420                0.000       0.000       5.973       4.920       0.000       0.000            0.000            0.150          227.349           -4.074           16.597           79.921            1.302            0.000            0.000
   365    12    31  2010     143       0  rtu1430                0.000       0.000       5.915       4.861       0.000       0.000            0.000           29.398          234.083           -4.533           16.919           69.302            0.436            0.000            0.000
   365    12    31  2010     144       0  rtu1440                0.000       0.000       6.141       5.110       0.000       0.000            0.000            0.593          232.033           -4.122           16.941          103.316            1.683            0.000            0.000
   365    12    31  2010     145       0  rtu1450                0.000       0.000       6.115       5.086       0.000       0.000            0.000            0.068          231.348           -4.066           16.899          103.312            1.683            0.000            0.000
   365    12    31  2010     146       0  rtu1460                0.000       0.000       6.608       5.454       0.000       0.000            0.000           65.963          247.646           -5.093           17.899           99.464            0.998            0.000            0.000
   365    12    31  2010     147       0  rtu1470                0.000       0.000       8.035       6.543       0.000       0.000            0.000          122.912          317.729           -6.378           22.729          149.242            1.527            0.000            0.000
   365    12    31  2010     148       0  rtu1480                0.000       0.000       5.926       4.934       0.000       0.000            0.000           34.410          241.073           -4.552           17.352           96.791            0.235            0.000            0.000
   365    12    31  2010     149       0  rtu1490                0.000       0.000       5.801       4.886       0.000       0.000            0.000           40.817          242.270           -4.602           17.390           91.861            0.000            0.000            0.000
   365    12    31  2010     150       0  rtu1500                0.000       0.000      15.733      12.747       0.000       0.000            0.000          228.804          475.239           -9.574           34.361          294.021           16.439            0.000            0.000
   365    12    31  2010     151       0  rtu1510                0.000       0.000      31.870      25.623       0.000       0.000            0.000          155.539          480.295           -7.022           37.232          967.931          106.473            0.000            0.000
   365    12    31  2010     152       0  rtu1520                0.000       0.000      17.801      14.320       0.000       0.000            0.000           17.784          134.682           -2.393           12.560          171.383           83.887            0.000            0.000
   365    12    31  2010     153       0  rtu1530                0.000       0.000      18.150      14.890       0.000       0.000            0.000           14.028          132.769           -2.265           12.533          180.740           89.338            0.000            0.000
   365    12    31  2010     154       0  rtu1540                0.000       0.000       9.737       7.924       0.000       0.000            0.000          188.555          376.232           -7.908           26.832          128.003            0.633            0.000            0.000
   365    12    31  2010     155       0  rtu1550                0.000       0.000      19.157      15.357       0.000       0.000            0.000            8.094          129.073           -2.218           12.406          176.155          104.592            0.000            0.000
   365    12    31  2010     156       0  rtu1560                0.000       0.000       5.532       4.616       0.000       0.000            0.000            1.465          234.162           -4.036           16.877           96.772            0.000            0.000            0.000
   365    12    31  2010     157       0  rtu1570                0.000       0.000      12.056       9.867       0.000       0.000            0.000          205.422          463.731           -9.525           33.120          153.151            0.666            0.000            0.000
   365    12    31  2010     158       0  rtu1580                0.000       0.000      18.192      14.056       0.000       0.000            0.000           15.053          133.809           -2.410           12.518          159.677           87.686            0.000            0.000
   365    12    31  2010     159       0  rtu1590                0.000       0.000       5.528       4.612       0.000       0.000            0.000            1.471          234.051           -4.027           16.870           96.771            0.000            0.000            0.000
   365    12    31  2010     160       0  rtu1600                0.000       0.000      18.801      14.651       0.000       0.000            0.000           11.805          131.653           -2.315           12.470          166.547           94.803            0.000            0.000
   365    12    31  2010     161       0  rtu1610                0.000       0.000      16.215      13.109       0.000       0.000            0.000           27.578          140.552           -2.579           12.705          162.853           61.708            0.000            0.000
   365    12    31  2010     162       0  rtu1620                0.000       0.000      18.221      15.249       0.000       0.000            0.000            9.877          130.764           -2.117           12.590          181.312           98.659            0.000            0.000
   365    12    31  2010     163       0  rtu1630                0.000       0.000      16.875      13.347       0.000       0.000            0.000           17.659          135.942           -2.513           12.550          145.457           79.468            0.000            0.000
   365    12    31  2010     164       0  rtu1640                0.000       0.000      23.357      18.861       0.000       0.000            0.000           46.489          245.409           -3.620           20.746          423.334          103.285            0.000            0.000
   365    12    31  2010     165       0  rtu1650                0.000       0.000      17.997      14.359       0.000       0.000            0.000           13.612          132.834           -2.369           12.503          163.656           91.475            0.000            0.000
   365    12    31  2010     166       0  rtu1660                0.000       0.000       9.302       7.638       0.000       0.000            0.000          110.340          365.258           -7.036           26.165          174.588            2.293            0.000            0.000
   365    12    31  2010     167       0  rtu1670                0.000       0.000       8.114       6.785       0.000       0.000            0.000           50.201          307.209           -5.780           22.221          132.343            1.718            0.000            0.000
   365    12    31  2010     168       0  rtu1680                0.000       0.000      15.946      13.040       0.000       0.000            0.000           28.414          140.841           -2.576           12.710          165.653           60.766            0.000            0.000
   365    12    31  2010     169       0  rtu1690                0.000       0.000       6.015       4.976       0.000       0.000            0.000            0.079          234.950           -4.182           17.116          102.790            1.856            0.000            0.000
   365    12    31  2010     170       0  rtu1700                0.000       0.000       7.086       5.897       0.000       0.000            0.000           61.428          287.645           -5.469           20.645          109.047            0.376            0.000            0.000
   365    12    31  2010     171       0  rtu1710                0.000       0.000       7.588       6.296       0.000       0.000            0.000           75.327          304.720           -5.919           21.857          106.608            0.309            0.000            0.000
   365    12    31  2010     172       0  rtu1720                0.000       0.000      17.415      13.953       0.000       0.000            0.000           18.102          134.259           -2.435           12.531          145.780           84.136            0.000            0.000
   365    12    31  2010     173       0  rtu1730                0.000       0.000      22.502      17.441       0.000       0.000            0.000           55.241          225.259           -3.716           19.156          380.078          106.188            0.000            0.000
   365    12    31  2010     174       0  rtu1740                0.000       0.000      20.119      16.062       0.000       0.000            0.000           39.297          191.870           -3.211           16.683          293.826           92.094            0.000            0.000
   365    12    31  2010     175       0  rtu1750                0.000       0.000      17.513      13.546       0.000       0.000            0.000           17.687          135.714           -2.487           12.561          153.524           81.324            0.000            0.000
   365    12    31  2010     176       0  rtu1760                0.000       0.000       5.972       4.880       0.000       0.000            0.000            0.075          229.233           -4.203           16.735           75.145            1.718            0.000            0.000
   365    12    31  2010     177       0  rtu1770                0.000       0.000      16.424      13.305       0.000       0.000            0.000           71.631          362.310           -5.524           26.914          507.705           37.107            0.000            0.000
   365    12    31  2010     178       0  rtu1780                0.000       0.000      23.932      19.423       0.000       0.000            0.000           28.787          262.237           -3.211           21.893          529.903          101.241            0.000            0.000
   365    12    31  2010     179       0  rtu1790                0.000       0.000       6.213       5.131       0.000       0.000            0.000            0.080          236.592           -4.342           17.271          104.532            2.390            0.000            0.000
   365    12    31  2010     180       0  rtu1800                0.000       0.000      11.599       9.597       0.000       0.000            0.000          137.981          450.812           -8.591           32.288          189.244            2.088            0.000            0.000
   365    12    31  2010     181       0  rtu1810                0.000       0.000      26.034      21.301       0.000       0.000            0.000          108.965          453.975           -6.252           34.740          757.903           83.263            0.000            0.000
   365    12    31  2010     182       0  rtu1820                0.000       0.000      11.444       9.515       0.000       0.000            0.000          116.593          445.800           -8.234           31.963          207.512            2.849            0.000            0.000
   365    12    31  2010     183       0  rtu1830                0.000       0.000       5.843       4.799       0.000       0.000            0.000            0.081          236.975           -4.214           17.204          116.137            1.563            0.000            0.000
   365    12    31  2010     184       0  rtu1840                0.000       0.000       8.765       7.300       0.000       0.000            0.000           51.223          343.196           -6.240           24.753          156.365            1.840            0.000            0.000
   365    12    31  2010     185       0  rtu1850                0.000       0.000      24.607      20.072       0.000       0.000            0.000           56.116          449.531           -5.927           34.241          748.576           75.068            0.000            0.000
   365    12    31  2010     186       0  rtu1860                0.000       0.000       9.709       8.095       0.000       0.000            0.000           65.556          388.835           -7.040           27.961          162.528            1.512            0.000            0.000
   365    12    31  2010     187       0  rtu1870                0.000       0.000      28.741      23.294       0.000       0.000            0.000           63.183          451.428           -5.393           34.946          923.060           99.859            0.000            0.000
   365    12    31  2010     188       0  rtu1880                0.000       0.000       6.164       5.087       0.000       0.000            0.000            0.080          235.409           -4.243           17.199          104.517            2.390            0.000            0.000
   365    12    31  2010     189       0  rtu1890                0.000       0.000       6.213       5.131       0.000       0.000            0.000            0.080          236.589           -4.342           17.271          104.527            2.390            0.000            0.000
   365    12    31  2010     190       0  rtu1900                0.000       0.000      17.476      13.664       0.000       0.000            0.000           21.280          134.910           -2.568           12.610          141.347           94.805            0.000            0.000
   365    12    31  2010     191       0  rtu1910                0.000       0.000      19.392      15.865       0.000       0.000            0.000           57.955          441.894           -6.388           32.833          587.402           46.392            0.000            0.000
   365    12    31  2010     192       0  rtu1920                0.000       0.000       8.328       6.921       0.000       0.000            0.000           14.424          317.008           -5.628           22.983          142.259            2.402            0.000            0.000
   365    12    31  2010     193       0  rtu1930                0.000       0.000      17.660      13.761       0.000       0.000            0.000           21.860          133.410           -2.570           12.510          149.807          100.914            0.000            0.000
   365    12    31  2010     194       0  rtu1940                0.000       0.000      25.023      20.897       0.000       0.000            0.000           58.639          451.749           -5.422           34.395          874.993           79.188            0.000            0.000
   365    12    31  2010     195       0  rtu1950                0.000       0.000      18.075      14.451       0.000       0.000            0.000           17.362          130.246           -2.407           12.367          146.999          102.398            0.000            0.000
   365    12    31  2010     196       0  rtu1960                0.000       0.000      16.039      13.044       0.000       0.000            0.000           26.019          135.237           -2.659           12.484          105.467           79.819            0.000            0.000
   365    12    31  2010     197       0  rtu1970                0.000       0.000      16.320      13.245       0.000       0.000            0.000           26.503          135.329           -2.630           12.514          112.154           79.355            0.000            0.000
